Aircraft_ICAO24,Callsign,Origin_Country,Time_Position,Longitude,Latitude,Barometric_Altitude,Velocity,Heading,Vertical_Rate,Geometric_Altitude,Squawk_Code
3c5ee8,EWG858,Germany,1723570180,0.91,43.89,11277.6,216.95,192.32,0.0,11734.8,4124.0
3c5ee6,EWG3NB,Germany,1723570180,14.42,50.88,8237.22,195.38,144.97,0.33,8656.32,1000.0
e8021b,LPE2074,Chile,1723569920,-77.12,-12.02,6225.54,35.5,154.69,-0.18,6547.51,3574.61
3c5ee5,EWG9NJ,Germany,1723570180,9.86,53.6,3909.06,180.79,188.01,14.96,4107.18,1132.0
ace79f,N930WB,United States,1723570180,-97.31,41.42,9144.0,139.1,251.9,-0.33,9677.4,3574.61
3c5ee9,EWG3W,Germany,1723570180,2.39,51.42,8534.4,244.01,280.08,0.0,8900.16,4136.0
ad914b,N9731F,United States,1723570180,-80.22,27.17,182.88,41.56,254.93,2.6,228.6,3574.61
aba15a,CXK1060,United States,1723569970,-97.28,32.15,960.12,59.7,268.52,-0.33,1013.46,3574.61
4acb23,NSZ4370,Sweden,1723570180,15.71,52.5,11277.6,232.09,10.21,0.0,11772.9,423.0
3c65d4,DLH5JF,Germany,1723570180,2.69,51.47,10302.24,235.95,293.38,-9.1,10759.44,2571.0
ae61be,SNIPER,United States,1723570180,-118.59,32.19,9410.7,238.69,255.9,-4.88,10020.3,3574.61
80168a,AXB1938,India,1723569990,81.03,26.89,1257.3,112.96,110.25,-7.15,1211.58,3574.61
3c65d2,DLH8WL,Germany,1723570180,13.41,48.98,6880.86,240.42,243.16,-13.98,7277.1,1000.0
ae5af4,ROMAN47,United States,1723570180,-84.52,38.06,662.94,64.82,90.45,1.95,693.42,3574.61
3c65c7,DLH3U,Germany,1723570180,3.43,50.73,10668.0,231.38,122.1,0.0,11140.44,5203.0
a94b2b,UAL1659,United States,1723570180,-84.4,32.06,10058.4,238.75,178.89,0.0,10706.1,3574.61
a09db8,TAM3135,United States,1723570160,-53.98,38.68,6225.54,44.43,317.82,3.9,6547.51,3574.61
e48be3,TAM3135,Brazil,1723569970,-46.66,-24.64,7322.82,237.85,33.62,-10.4,7719.06,3574.61
3c65c8,DLH66T,Germany,1723570180,-1.5,42.19,11247.12,231.24,31.07,1.63,11757.66,4630.0
acd486,DAL3151,United States,1723570180,-88.56,32.43,6728.46,229.89,77.33,5.2,7170.42,3574.61
aa30e6,CFS8676,United States,1723570180,-150.0,61.09,1051.56,60.8,212.21,4.88,1104.9,4560.0
a94b2e,UAL1418,United States,1723570180,-96.69,35.62,9448.8,254.69,116.77,0.0,10073.64,3574.61
3c5ee4,EWG12TF,Germany,1723570180,13.17,45.4,11582.4,228.0,319.3,-0.33,12184.38,6634.0
3c5ee3,EWG7RU,Germany,1723570180,28.21,36.52,678.18,117.92,76.63,-0.65,685.8,7652.0
a17721,N194BA,United States,1723570180,-81.96,27.11,754.38,43.85,31.08,0.0,807.72,3574.61
ae61d6,RIVER31,United States,1723570180,-89.41,29.67,4998.72,190.15,283.77,-0.65,5318.76,3574.61
a45b96,DAL2396,United States,1723570170,-77.9,33.7,10972.8,236.58,196.03,0.0,11628.12,3370.0
aab9a3,N790SP,United States,1723570080,-74.75,40.57,114.3,34.59,30.38,-2.93,106.68,3574.61
a34291,UPS5196,United States,1723570180,-85.51,38.88,11582.4,199.56,258.4,-0.33,12146.28,1566.0
46b82a,AEE25,Greece,1723570180,9.2,48.69,6225.54,0.0,343.12,-0.18,6547.51,3574.61
46b82d,AEE4CA,Greece,1723570180,13.97,42.8,10972.8,227.39,313.99,0.0,11597.64,5515.0
3b7b3e,MILAN77,France,1723570180,7.29,42.49,6096.0,166.11,278.91,0.0,6461.76,4727.0
3c5eed,EWG63X,Germany,1723570180,21.67,39.1,11582.4,234.03,319.9,0.0,12260.58,6621.0
80169c,IGO6452,India,1723570180,78.03,13.32,3352.8,132.33,202.88,-5.2,3459.48,3574.61
ae74dd,ZEUS11,United States,1723570180,-78.61,35.67,579.12,46.37,160.56,3.25,655.32,4770.0
46b82f,AEE908,Greece,1723570180,33.6,34.88,1036.32,118.94,109.45,-2.28,1089.66,7436.0
3b7b3a,MILAN79,France,1723570180,5.27,43.74,662.94,117.39,279.59,0.0,723.9,7074.0
3c5eeb,EWG8GN,Germany,1723570180,22.14,40.72,10972.8,240.95,334.86,0.0,11597.64,6630.0
3c5eea,EWG8N,Germany,1723570180,10.93,53.96,9441.18,232.92,41.33,-9.1,9867.9,7722.0
a5d28e,UAL2233,United States,1723570180,-74.54,40.8,1722.12,134.31,8.81,-4.23,1760.22,1176.0
3c65d6,DLH1CF,Germany,1723570180,19.26,47.43,6225.54,0.0,132.19,-0.18,6547.51,3574.61
861f66,JAL77,Japan,1723570180,139.86,35.52,3802.38,156.8,217.13,5.2,4015.74,3663.0
a95234,FLC70,United States,1723570180,-73.65,41.2,533.4,80.81,88.18,-0.98,541.02,5634.0
867ff0,JAL11,Japan,1723570180,-101.84,37.64,9753.6,262.49,310.15,0.0,10393.68,3574.61
a70b8c,N553LB,United States,1723570180,-83.05,33.4,2446.02,90.86,337.36,-2.6,2567.94,3574.61
3c65d9,DLH4H,Germany,1723570150,-0.45,51.47,6225.54,1.03,281.25,-0.18,6547.51,3574.61
3c5ef5,EWG9212,Germany,1723570180,17.71,59.81,1219.2,129.23,52.77,-2.93,1318.26,7720.0
3c65cb,DLH7FY,Germany,1723570180,-0.04,51.65,2712.72,126.62,271.86,-5.2,2819.4,6671.0
e80247,ARE4902,Chile,1723570180,-74.83,4.54,5288.28,198.0,10.03,-10.73,5661.66,3574.61
ae61c4,SNIPER,United States,1723570180,-118.6,32.19,9555.48,238.04,263.8,1.95,10142.22,3574.61
3c65ca,DLH6LT,Germany,1723570180,-0.1,51.26,3436.62,166.03,98.73,10.08,3573.78,4655.0
3c5ef2,EWG8EC,Germany,1723570180,4.09,42.65,8237.22,187.74,206.35,-1.3,8641.08,132.0
511103,ESHRB,Estonia,1723570180,24.73,59.45,175.26,35.87,261.75,1.63,220.98,23.0
adda5e,N992DB,United States,1723569920,-117.8,38.4,13723.62,234.24,92.14,0.0,14325.6,3574.61
440217,BRJ106,Austria,1723570180,7.77,47.4,6484.62,143.9,276.36,6.5,6835.14,1000.0
a6eb1e,GJS4481,United States,1723570180,-74.82,40.67,2103.12,148.36,157.79,-0.33,2156.46,6626.0
c0220d,SWG6205,Canada,1723570180,-81.13,31.81,11277.6,238.44,25.02,0.0,11993.88,315.0
a5823e,GTI8133,United States,1723570180,125.89,32.98,12192.0,258.26,185.14,0.33,12931.14,3574.61
a38a06,N327TM,United States,1723570180,-117.67,33.93,2065.02,92.6,186.06,-4.55,2133.6,3574.61
ab89c8,N8421F,United States,1723570180,-75.76,39.34,883.92,78.92,332.43,0.0,914.4,3574.61
a1510f,N184RR,United States,1723570180,-111.43,32.83,1668.78,57.71,11.31,0.65,1767.84,3574.61
c07bbe,WJA1499,Canada,1723570180,-111.98,34.49,8488.68,225.8,354.64,7.48,8961.12,3574.61
a9c834,N7296Q,United States,1723570180,-97.41,32.93,548.64,50.17,164.54,-3.25,579.12,3574.61
adda5d,N657SP,United States,1723570150,-104.51,38.28,6225.54,8.75,0.0,-0.18,6547.51,3574.61
a8a859,N657SP,United States,1723570040,-74.53,41.36,6225.54,47.47,94.35,-0.98,1173.48,3574.61
ac4917,AMX658,United States,1723570180,-102.89,37.72,10363.2,245.41,336.66,0.0,11003.28,3574.61
44020a,AUA214,Austria,1723570180,16.58,48.11,6225.54,7.72,343.12,-0.18,6547.51,1000.0
3ff00b,DMAIO,Germany,1723570180,12.51,51.47,457.2,35.11,349.02,-0.33,510.54,7000.0
a6eb34,N545HF,United States,1723570180,-85.98,32.42,411.48,61.22,0.0,-1.3,441.96,3574.61
4cc2ae,ICE37B,Iceland,1723570180,-22.98,63.98,1516.38,133.91,264.27,4.55,1363.98,3574.61
a114db,N169TW,United States,1723570180,-118.4,33.76,1249.68,43.73,179.33,1.3,1242.06,3574.61
ae61e2,RIVER21,United States,1723570180,-90.08,29.81,297.18,192.63,115.13,-6.5,342.9,3574.61
440209,EJU95KL,Austria,1723570180,1.02,44.43,11597.64,250.58,54.19,-0.33,12092.94,2303.0
aa43e8,N7600H,United States,1723570180,-112.09,41.57,1516.38,48.42,132.85,0.33,1546.86,3574.61
ad8a85,N511JS,United States,1723570180,-116.53,43.58,792.48,43.09,303.31,3.9,800.1,3574.61
a665ff,N511JS,United States,1723570180,-99.25,30.52,12192.0,280.28,285.11,0.0,12931.14,3574.61
a101c3,AAL1651,United States,1723570180,-91.71,34.79,10058.4,246.2,80.5,0.33,10713.72,1370.0
ae61ce,RIVER41,United States,1723570180,-88.82,29.84,5356.86,193.75,322.55,-1.95,5715.0,3574.61
a6189c,QFA7581,United States,1723570180,105.15,21.04,11887.2,246.42,53.49,-0.33,12702.54,3574.61
a5f87d,N484LP,United States,1723570180,-82.7,29.16,1638.3,45.05,96.56,0.0,1752.6,3574.61
ae61db,SNIPER,United States,1723570180,-118.3,32.14,9601.2,190.1,327.6,2.28,10210.8,3574.61
a8584a,FFT3055,United States,1723570180,-72.58,40.74,3055.62,162.86,160.82,11.05,3131.82,1526.0
aa9f97,XLJ784,United States,1723570180,-122.0,38.0,3337.56,176.38,151.04,-0.65,3474.72,3574.61
46b821,AEE2LP,Greece,1723570180,-8.89,38.96,2834.64,152.32,64.39,11.05,3040.38,5440.0
46b824,AEE3DG,Greece,1723570180,6.33,44.1,11277.6,229.7,129.0,0.0,11849.1,2366.0
a70b2f,GJS4442,United States,1723570180,-74.89,40.27,2506.98,141.26,47.36,-5.2,2567.94,3770.0
46b822,AEE6MS,Greece,1723570180,16.51,41.66,11285.22,248.78,140.29,0.0,11925.3,3152.0
a71224,N555BN,United States,1723570180,-122.36,47.65,213.36,52.23,297.57,0.65,213.36,3574.61
a915cf,PDT5936,United States,1723570180,-75.44,40.07,1790.7,114.5,94.12,-0.33,1851.66,4265.0
43ee73,2OOPC,United Kingdom,1723570180,1.68,43.25,10850.88,223.48,328.65,5.2,11315.7,5322.0
a26a05,N2549Z,United States,1723570170,-84.87,33.24,944.88,53.86,114.85,-20.48,982.98,3574.61
4cc2a7,ICE685,Iceland,1723570180,-121.6,48.0,3878.58,193.86,210.1,-8.13,3977.64,3574.61
4cc2a3,ICE681,Iceland,1723570100,-22.59,63.99,6225.54,7.72,163.12,-0.18,6547.51,3574.61
a1ad1f,N207MH,United States,1723570180,-74.06,40.69,601.98,46.92,86.23,-2.28,601.98,4332.0
ab6fbf,DAL2,United States,1723570180,-73.84,40.41,3002.28,153.34,173.26,-10.73,3078.48,2511.0
0d0ac1,SLI2710,Mexico,1723570180,-97.73,25.18,10668.0,244.04,17.67,0.33,11361.42,3574.61
abd9b6,SWA4134,United States,1723570180,-99.27,40.47,11277.6,257.28,75.88,-0.33,11948.16,3574.61
51110b,SAS1204,Estonia,1723570180,10.03,57.03,1341.12,90.63,147.75,6.83,1417.32,3574.61
c02e92,JZA750,Canada,1723569870,-79.61,43.68,6225.54,1.8,227.81,-0.18,6547.51,5530.0
a785fd,JIA5222,United States,1723570170,-90.7,35.77,10363.2,235.83,228.63,0.33,11041.38,3740.0
a4b269,SCAT17,United States,1723569940,-118.18,35.05,3573.78,99.2,114.84,-4.55,3733.8,3574.61
a71250,N555DG,United States,1723570180,-82.11,43.24,1516.38,67.52,35.39,2.28,1592.58,3574.61
44022d,AUA3TC,Austria,1723569940,4.8,52.32,60.96,71.11,266.68,-2.93,76.2,1000.0
0d0ac8,VIV3144,Mexico,1723570160,-53.98,38.68,6225.54,242.94,105.98,0.0,6547.51,3574.61
44022b,AUA505K,Austria,1723570180,16.0,47.01,7741.92,239.81,181.48,6.5,8176.26,3574.61
a5cb4b,N4723B,United States,1723570180,-82.02,27.91,365.76,39.94,7.4,-1.63,434.34,3574.61
a3071b,N2943D,United States,1723570180,-1.25,51.2,2438.4,75.69,20.28,0.0,2506.98,1206.0
47880f,NSZ2BL,Norway,1723570180,-4.5,36.68,6225.54,5.14,5.62,-0.18,6547.51,5663.0
aa43c4,RPA3462,United States,1723570180,-80.71,39.14,9144.0,211.81,288.26,0.0,9479.28,6537.0
aa56f8,UAL2045,United States,1723570180,-100.82,39.07,11277.6,245.99,109.04,0.0,11955.78,3574.61
0d0abd,AMX686,Mexico,1723570180,-98.69,19.89,5928.36,196.91,3.6,7.48,6309.36,3574.61
0d0abf,VOI7833,Mexico,1723570180,-94.08,34.49,11574.78,229.91,224.64,0.0,12329.16,3574.61
a94b05,UAL660,United States,1723570180,-90.31,41.87,9151.62,219.99,259.9,0.0,9593.58,3574.61
a94b02,UAL2285,United States,1723570180,-106.34,39.09,8023.86,227.87,65.17,-5.2,8503.92,3574.61
a8a82f,QXE2160,United States,1723570180,-121.05,45.74,8008.62,207.34,90.85,5.85,8260.08,3574.61
aaf60a,SKW3918,United States,1723569940,-85.51,42.84,365.76,73.77,351.98,-4.23,609.6,1072.0
a29748,SWA4437,United States,1723570180,-114.25,33.66,10256.52,222.76,276.76,-4.23,10850.88,3574.61
a1ad23,N207MM,United States,1723570180,-76.77,38.08,6065.52,164.41,34.93,7.8,6301.74,3574.61
a8a847,RPA3459,United States,1723570180,-73.73,41.14,9448.8,194.62,8.67,0.0,9768.84,1301.0
a7bbb2,LXJ598,United States,1723570180,-111.95,35.72,13106.4,223.21,277.68,0.0,13776.96,3574.61
a2ba48,ENY3980,United States,1723570180,-82.75,42.68,10363.2,216.01,277.8,0.0,10660.38,1755.0
800db8,IAD992,India,1723570180,87.17,20.57,10668.0,215.67,52.36,-0.33,11468.1,2703.0
800db7,IGO7212,India,1723570180,79.35,12.89,3512.82,140.78,106.78,-3.9,3589.02,3574.61
a101f9,EJA164,United States,1723570180,-71.62,41.35,3337.56,196.91,86.4,0.0,3413.76,2625.0
a6b730,N5315E,United States,1723570180,-84.21,38.88,1196.34,29.86,169.08,-4.55,1249.68,2055.0
a3ed69,DAL1629,United States,1723570180,-86.05,44.38,11582.4,203.9,281.05,-0.33,11940.54,7306.0
c8243a,ANZ23,New Zealand,1723569990,174.86,-36.99,144.78,74.51,251.06,-3.9,312.42,3574.61
c03517,WJA1508,Canada,1723570180,-113.99,51.12,1104.9,67.91,0.0,0.0,1074.42,3574.61
e0b20f,FBZ5055,Argentina,1723570180,-60.84,-34.04,11887.2,259.64,99.35,-0.98,12268.2,2076.0
a45aae,N38TV,United States,1723570180,-110.21,34.55,12199.62,233.58,275.43,2.93,12839.7,3574.61
300000,SAR07,Italy,1723570180,55.82,25.0,1943.1,70.24,238.17,-0.33,1988.82,3574.61
ad071d,PDT5971,United States,1723570180,-80.6,40.96,10972.8,195.71,276.49,0.33,11300.46,2640.0
885222,THA329,Thailand,1723570180,84.36,17.21,12192.0,270.23,278.87,-0.33,6547.51,3574.61
8014b2,IGO6573,India,1723570180,77.32,28.23,3657.6,145.59,0.0,0.0,3794.76,3574.61
c04830,CGBIT,Canada,1723570180,-112.67,53.32,6225.54,48.23,326.31,1.3,1638.3,3574.61
885224,THA337,Thailand,1723570180,83.52,12.65,12184.38,275.82,273.74,0.0,12976.86,3574.61
ac2dab,LTA884,United States,1723570180,-86.47,39.86,853.44,76.34,230.19,0.0,922.02,3574.61
ab5d2c,DAL266,United States,1723570170,-10.32,49.7,10668.0,265.71,97.57,0.0,10988.04,3574.61
a4aaad,N40EA,United States,1723569980,-88.85,41.42,1158.24,80.92,168.26,-16.26,1356.36,3574.61
ab5d41,N831ND,United States,1723570180,-82.49,27.01,632.46,38.95,146.31,-3.58,739.14,1200.0
ab774b,ISR724,United States,1723570170,-112.0,33.44,6225.54,1.29,45.0,-0.18,6547.51,3574.61
4a09b2,ISR724,Romania,1723570180,22.88,42.99,11277.6,249.21,135.92,0.0,10317.48,1153.0
a8dd00,N670PC,United States,1723570180,-117.09,33.04,480.06,54.11,331.0,-0.33,464.82,3574.61
a00929,RPA4440,United States,1723570180,-77.78,38.76,3718.56,161.45,48.49,-6.83,3855.72,1005.0
a39113,EDV5391,United States,1723570180,-73.86,40.77,6225.54,4.37,191.25,-0.18,6547.51,2122.0
393322,AFR47GZ,France,1723570180,1.42,48.53,5052.06,210.89,56.04,-11.05,5250.18,1000.0
4aca81,NSZ5036,Sweden,1723570180,4.22,53.58,11887.2,251.12,11.7,0.0,12321.54,2324.0
393320,AFR96YM,France,1723570110,3.9,48.46,3886.2,164.81,302.9,-6.18,4137.66,1000.0
4aca84,NSZ3646,Sweden,1723570180,10.54,52.81,11887.2,216.19,202.23,-0.33,12397.74,742.0
4aca83,NSZ2616,Sweden,1723570150,17.93,59.65,6225.54,0.0,8.44,-0.18,6547.51,2550.0
4aca85,NSZ541B,Sweden,1723570180,7.14,54.27,10668.0,264.91,32.15,0.0,11125.2,742.0
ab5d52,DAL113,United States,1723570180,-68.55,45.38,10363.2,243.65,202.99,0.0,10576.56,6105.0
4aca88,NSZ2091,Sweden,1723570180,19.33,43.99,9502.14,241.06,13.83,4.88,10020.3,4557.0
a474aa,N3865Q,United States,1723570180,-97.46,36.49,1722.12,57.93,33.41,-0.33,1790.7,3574.61
4aca89,NSZ1NE,Sweden,1723570180,13.8,57.32,11582.4,227.33,220.5,0.0,11986.26,734.0
aaa74e,N786FA,United States,1723570180,-84.43,33.33,723.9,45.48,46.37,1.3,762.0,3574.61
a65449,DAL295,United States,1723570180,-104.47,50.49,11582.4,231.14,303.65,0.0,11948.16,3574.61
a857ce,N637AS,United States,1723570180,-122.43,36.82,5166.36,182.64,149.53,0.0,5425.44,3574.61
a091f3,EDV5473,United States,1723570140,-83.33,42.23,228.6,77.11,208.27,-3.58,289.56,3471.0
a0a798,N141NE,United States,1723570180,-70.23,41.41,434.34,62.5,325.39,-0.65,411.48,3574.61
5110e9,SAS083,Estonia,1723570180,18.22,59.0,3985.26,113.39,173.49,3.9,4152.9,3574.61
a0e1c6,N156PH,United States,1723570180,-79.11,41.79,10668.0,245.33,93.49,0.0,11003.28,6072.0
ab5d4a,AAL1723,United States,1723570180,-95.16,40.82,4343.4,191.63,308.13,-5.85,4579.62,3574.61
ab14d9,DAL940,United States,1723570180,-102.58,47.08,10668.0,277.84,93.61,0.0,11155.68,3574.61
c81d80,ANZ5,New Zealand,1723570180,174.88,-36.99,243.84,73.05,250.67,-3.58,403.86,3574.61
5110e1,SAS1749,Estonia,1723570180,18.1,59.82,944.88,103.69,265.73,-5.2,1028.7,6021.0
c02207,SWG4228,Canada,1723570180,-71.31,22.03,10668.0,240.95,150.59,0.0,11338.56,3574.61
a1b449,RPA5611,United States,1723570180,-84.42,40.86,6400.8,190.88,359.07,0.33,6675.12,6620.0
a65454,DAL515,United States,1723570180,-92.75,35.26,9448.8,252.24,96.68,0.0,10088.88,3574.61
a2ba11,N275LH,United States,1723570180,1.05,49.4,7620.0,133.17,209.64,0.0,7985.76,3326.0
a63a2b,N500CJ,United States,1723570180,-69.93,21.0,12192.0,229.46,299.55,0.0,12931.14,3574.61
4008f2,SHT15D,United Kingdom,1723570180,-0.45,51.31,2598.42,139.15,73.24,-5.2,2689.86,1220.0
ab5d62,N831PM,United States,1723570180,-76.39,40.65,975.36,43.14,261.77,0.0,998.22,7555.0
a3ed96,WSN8,United States,1723570100,-109.43,32.85,7010.4,147.2,100.88,0.0,7437.12,3574.61
a3ed91,AAL2491,United States,1723570180,-93.02,41.47,9144.0,218.99,266.77,0.0,9639.3,1174.0
a234ef,ENY3737,United States,1723570000,-82.84,40.0,388.62,73.23,274.03,-5.53,434.34,3575.0
ac7103,AAL1580,United States,1723570180,-89.52,35.05,9144.0,236.65,264.64,0.0,9745.98,3574.61
a5d1a0,CXK121,United States,1723569630,-81.23,32.26,952.5,55.26,331.05,-0.33,1028.7,3574.61
a2d426,N28103,United States,1723570180,-81.24,31.93,1623.06,76.62,193.2,0.0,1699.26,3574.61
4aca8b,NSZ2826,Sweden,1723570180,22.07,47.77,11277.6,239.14,171.71,0.0,11811.0,4512.0
ab5d67,N831PS,United States,1723570180,-77.09,40.49,8229.6,133.32,39.83,0.0,8481.06,6700.0
4aca8d,NSZ59T,Sweden,1723570180,0.95,51.19,3764.28,163.38,229.09,-5.2,3931.92,744.0
4aca8c,NSZ2940,Sweden,1723570130,9.74,45.66,335.28,79.37,285.03,-3.58,358.14,1362.0
ac47de,SWA3771,United States,1723570180,-111.48,34.16,5836.92,201.07,32.67,8.78,6172.2,3574.61
344498,IBS3718,Spain,1723570180,-3.12,43.86,10972.8,239.48,352.97,0.0,11430.0,4532.0
a724ab,CYC56,United States,1723570180,-86.02,39.4,13106.4,199.09,270.15,0.33,13693.14,2376.0
ab7781,EJA838,United States,1723570180,-87.53,39.74,11254.74,283.94,162.71,10.08,11818.62,3574.61
a3f401,DAL935,United States,1723570180,-86.48,42.58,7924.8,226.43,292.72,0.0,8244.84,5732.0
ac7d57,N90349,United States,1723570180,-81.24,29.92,2407.92,90.3,168.5,1.63,2529.84,3574.61
a27197,ATN3365,United States,1723570180,-88.55,33.0,11590.02,248.3,242.21,-0.33,12306.3,6253.0
14fc06,RWZ552,Russian Federation,1723570180,48.42,43.76,10660.38,260.29,55.3,0.0,11109.96,6743.0
0d0b8a,VOI3913,Mexico,1723570180,-99.07,19.44,6225.54,5.14,329.06,-0.18,6547.51,3574.61
3c5eee,EWG46T,Germany,1723570180,3.02,48.89,11277.6,214.92,218.49,0.33,11757.66,4104.0
a00952,SJJ101,United States,1723570060,-90.66,38.66,106.68,63.06,78.23,-3.58,152.4,3574.61
8014de,IGO6566,India,1723570180,86.76,22.98,7825.74,218.27,94.46,-12.68,8336.28,2132.0
ae74a6,G21218,United States,1723570180,-88.06,40.76,693.42,64.53,234.41,0.0,739.14,3574.61
471f8f,WZZ2020,Hungary,1723570180,19.64,43.51,10050.78,228.32,142.69,0.0,10614.66,7632.0
4520cf,CFG8ZT,Bulgaria,1723570180,22.1,41.69,10972.8,233.58,316.07,0.33,11605.26,6631.0
3b7b66,BENGA96,France,1723570180,6.56,43.45,1386.84,84.48,7.0,1.3,1485.9,3574.61
4400f3,EJU75LU,Austria,1723570180,10.46,42.2,10645.14,225.71,192.1,-4.88,11277.6,1115.0
ad4dc5,N9563U,United States,1723570150,-77.51,37.39,121.92,42.97,16.7,-0.98,160.02,3574.61
344481,IBE32ER,Spain,1723570180,9.31,45.15,1287.78,123.81,355.71,-2.28,1394.46,1000.0
8014f7,IGO1007,India,1723570180,103.7,1.01,5387.34,148.28,57.47,-6.18,5745.48,605.0
4c49e2,PNC3T,Serbia,1723570180,28.69,42.32,10058.4,221.26,168.19,0.33,10599.42,5555.0
a40d8d,DAL2147,United States,1723570180,-74.88,40.71,10370.82,234.05,227.05,0.33,10706.1,7102.0
ae2731,C2706,United States,1723570180,-80.59,28.28,198.12,70.15,200.16,-5.85,220.98,3574.61
a41487,VJA362,United States,1723570180,-114.09,35.24,13106.4,225.28,228.7,0.33,13776.96,3574.61
a27189,N257AK,United States,1723570180,-114.08,35.51,2697.48,119.94,91.97,-7.15,2857.5,3574.61
ad9d31,N9766Z,United States,1723570180,-122.53,47.4,182.88,47.89,182.46,0.33,205.74,3574.61
49530d,TAP765,Portugal,1723570180,8.14,57.85,10980.42,217.74,214.22,0.0,11399.52,3574.61
8014ed,VTI565,India,1723569870,75.8,26.7,5181.6,132.05,81.71,-4.23,5455.92,3574.61
4400ec,EJU37FK,Austria,1723570180,11.48,44.61,11277.6,240.51,107.04,0.0,11894.82,412.0
a38a87,N327YR,United States,1723570110,-113.17,35.25,4053.84,163.56,292.37,-6.5,4305.3,3574.61
4520d0,CFG525,Bulgaria,1723570180,-6.47,35.62,10363.2,218.67,29.76,0.0,10980.42,3574.61
e492aa,AZU4056,Brazil,1723570160,-49.4,-19.94,10965.18,205.57,323.45,-0.33,11559.54,3574.61
343147,RZO237,Spain,1723570180,-73.14,43.38,11582.4,221.74,270.66,0.0,11894.82,3574.61
471f9e,WMT4JC,Hungary,1723570180,17.54,37.75,10972.8,222.55,231.38,0.0,11620.5,3574.61
aadae3,EJA799,United States,1723570180,-74.6,40.19,12092.94,218.27,264.05,4.88,12496.8,7104.0
758305,PAL311,Philippines,1723570180,121.33,14.68,2011.68,105.03,240.67,-5.2,2156.46,3574.61
a94b72,UAL570,United States,1723570180,-81.18,29.32,4838.7,200.67,175.74,-10.73,5151.12,1152.0
adb7dc,N983SC,United States,1723570180,-80.36,33.07,6697.98,135.72,199.95,0.0,7109.46,6723.0
471f83,WZZ57,Hungary,1723570180,20.94,44.6,10972.8,228.74,339.32,0.0,11551.92,4530.0
471f81,WZZ1093,Hungary,1723570110,7.61,51.52,6225.54,0.06,59.06,-0.18,6547.51,1252.0
471f87,WZZ2075,Hungary,1723570180,18.21,44.16,9677.4,235.6,73.9,-11.05,10264.14,1202.0
3e3e62,DIOVA,Germany,1723570180,4.01,39.63,3429.0,106.01,236.08,7.48,3649.98,3234.0
a94b6b,UAL1519,United States,1723570180,-80.82,34.39,10363.2,239.81,210.42,0.33,10988.04,1360.0
495306,TAP257N,Portugal,1723570180,-77.42,44.93,10363.2,223.78,240.08,0.0,10675.62,2213.0
471f6f,WMT13BA,Hungary,1723569970,16.79,43.17,10683.24,247.89,125.97,0.33,11247.12,234.0
516091,MNE324,Montenegro,1723570180,3.03,48.98,1242.06,123.01,316.69,0.33,1318.26,1000.0
495309,TAP261,Portugal,1723570180,-10.21,39.22,7200.9,194.03,283.34,7.15,7680.96,4417.0
485990,KLM7907,Kingdom of the Netherlands,1723570180,6.72,53.13,655.32,72.76,45.57,0.0,693.42,422.0
acba1b,SWA1912,United States,1723570180,-75.43,39.6,9311.64,217.84,40.5,5.53,9616.44,6223.0
a33afa,SKW3792,United States,1723570180,-92.71,44.02,6667.5,211.31,148.44,6.5,6987.54,3574.61
acba30,EDV5242,United States,1723570180,-76.52,40.71,9144.0,229.63,281.11,0.0,9464.04,1761.0
48597e,TRA207,Kingdom of the Netherlands,1723570180,10.43,49.57,12496.8,254.81,112.68,0.0,13075.92,166.0
495301,TAP233,Portugal,1723570180,-12.57,38.44,9753.6,235.92,257.66,0.0,10439.4,4412.0
471f6d,WZZ7013,Hungary,1723570180,35.49,33.82,5806.44,0.0,0.0,9.1,4846.32,1332.0
a6b717,N5314Q,United States,1723570180,-82.21,31.37,1493.52,38.21,133.36,0.98,1607.82,3574.61
471f6b,WMT8599,Hungary,1723570180,16.13,43.73,10355.58,247.22,120.51,0.33,10896.6,254.0
ae74c3,BLOOD06,United States,1723570180,10.99,49.44,792.48,56.2,11.62,0.0,868.68,3574.61
495303,TAP211,Portugal,1723570180,-8.88,41.28,1844.04,137.51,256.59,14.96,1973.58,3574.61
a4278e,DAL2575,United States,1723570180,-93.09,44.93,1211.58,143.01,29.05,15.28,1280.16,3574.61
495304,TAP217C,Portugal,1723570180,-66.96,42.64,10980.42,206.62,263.42,0.0,11254.74,3574.61
a3f436,FFT2496,United States,1723570180,-86.14,32.91,8839.2,248.74,73.66,0.0,9433.56,6257.0
a3da0d,N34727,United States,1723570180,-122.66,46.01,1363.98,62.67,170.07,-1.63,1363.98,3574.61
